smiles,solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å)
CCCCCC1=C(C)C(Br)=[N+]2C1=Cc1c(CCCCC)c(C)c(Br)n1[B-]2(F)F,CC1=CC=CC=C1,544,,,,18380,4.2643
CCCCCC1=C(C)C2=Cc3c(C)c(CCCCC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)(Cl)Cl,535,,,,18690,4.2716
CCCCCC1=C(C)C2=Cc3c(C)c(CCCCC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,533,,,,18760,4.2732
CCCCCC1=C(C)C2=Cc3c(C)c(CCCCC)c(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,528,,,,18940,4.2774
CCCCCC1=C(C)C2=Cc3c(C)c(CCCCC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,529,,,,18900,4.2765
CCCCCC1=C(C)C2=Cc3c(C)c(CCCCC)c(C)n3[B-](F)(F)[N+]2=C1C,CC1=CC=CC=C1,537,,,,18620,4.27
CCCCCC1=C(C)C2=Cc3c(OC)cc(-c4cccn4C(=O)OC(C)(C)C)n3[B-](F)(F)[N+]2=C1C,C(Cl)Cl,516,,,,19380,4.2874
CCCCCC1=C2C(C)=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)C(C)=[N+]2[B-](F)(F)n2c(C)c(/C=C(/CN)C(=O)O)c(C)c21,C(Cl)(Cl)Cl,552,,,0.68,,
CCCCCC1=C2C(C)=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)C(C)=[N+]2[B-](F)(F)n2c(C)c(-c3ccc(/C=C(\CN)C(=O)O)o3)c(C)c21,C(Cl)(Cl)Cl,556,,,0.61,,
CCCCCC1=C2C(C)=C(c3ccc4c(c3)c3ccccc3n4-c3ccc(OC)cc3)C(C)=[N+]2[B-](F)(F)n2c(C)c(/C=C(\CN)C(=O)O)c(C)c21,C(Cl)(Cl)Cl,529,,,0.73,,
CCCCCC1=C2C(C)=C(c3ccc4c(c3)Sc3ccccc3N4CCC)C(C)=[N+]2[B-](F)(F)n2c(C)c(/C=C(\CN)C(=O)O)c(C)c21,C(Cl)(Cl)Cl,532,,,0.71,,
CCCCCC1=C2C(C)=C(c3ccc4c(c3)Sc3ccccc3N4CCCCCCN3c4ccccc4Sc4cc(C5=C(C)C6=C(CCCCC)c7c(C)c(/C=C(\CN)C(=O)O)c(C)n7[B-](F)(F)[N+]6=C5C)ccc43)C(C)=[N+]2[B-](F)(F)n2c(C)c(/C=C(\CN)C(=O)O)c(C)c21,C(Cl)(Cl)Cl,532,,,0.63,,
CCCCCC1=C2C(C)=C(c3ccc4c(c3)Sc3ccccc3N4CCCCCCN3c4ccccc4Sc4cc(C5=C(C)C6=C(CCCCC)c7c(C)c(-c8ccc(/C=C(\CN)C(=O)O)s8)c(C)n7[B-](F)(F)[N+]6=C5C)ccc43)C(C)=[N+]2[B-](F)(F)n2c(C)c(/C=C(\CN)C(=O)O)c(C)c21,C(Cl)(Cl)Cl,535,,,0.68,,
CCCCCC1=C2C(C)=C(c3ccc4c5cc(OC)ccc5n(CCC)c4c3)C(C)=[N+]2[B-](F)(F)n2c(C)c(-c3ccc(/C=C(\CN)C(=O)O)o3)c(C)c21,C(Cl)(Cl)Cl,554,,,0.61,,
CCCCCC1=C2C(C)=C(c3ccc4c5ccccc5n(-c5ccc(OC)cc5)c4c3)C(C)=[N+]2[B-](F)(F)n2c(C)c(/C=C(\CN)C(=O)O)c(C)c21,C(Cl)(Cl)Cl,533,,,0.7,,
CCCCCc1c(C(=O)c2ccc3c4c(cccc24)-c2cccc4c2C3CC=C4)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,C(Cl)Cl,470,525,55,0.082,,
CCCCCc1c(C)c2c3ccccc3[nH]c2c2ccccc12,C(Cl)Cl,302,369,67,0.167,23442,4.37
CCCCCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(Br)C=C(OC)C1=C2,C(Cl)Cl,514,,,,19460,4.2891
CCCCCc1c(CCCCC)c2cc3ccccc3n2c2nc3ccccc3cc12,C(Cl)Cl,448,477,29,0.82,22320,4.3487
CCCCCc1c(CCCCC)c2cc3ccccc3n2c2nc3ccccc3cc12,CCCCCC,455,462,7,0.8,21980,4.342
CCCCCc1c(CCCCC)c2cc3ccccc3n2c2nc3ccccc3cc12,CO,444,473,29,0.83,22520,4.3526
CCCCCc1c(Oc2cc(O)cc(CCC(=O)CC)c2C(=O)OC)c(OC)cc(O)c1C(=O)O,C(Cl)(Cl)Cl,312,,,,5520,3.7419
CCCCCC1c2c(C)c(/C=C(/CN)C(=O)O)c(C)n2[B-](F)(F)[N+]2=C(C)C(c3ccc4c(c3)Sc3ccccc3N4CCC)=C(C)C12,C(Cl)Cl,530,,,0.67,,
CCCCCC1c2c(C)c(/C=C(\CN)C(=O)O)c(C)n2[B-](F)(F)[N+]2=C(C)C(c3ccc4c(c3)Sc3cc(C5=C(C)C6C(CCCCC)c7c(C)c(/C=C(\CN)C(=O)O)c(C)n7[B-](F)(F)[N+]6=C5C)ccc3N4CCC)=C(C)C12,C(Cl)Cl,534,,,0.67,,
CCCCCC1c2c(C)c(-c3ccc(/C=C(/CN)C(=O)O)o3)c(C)n2[B-](F)(F)[N+]2=C(C)C(c3ccc4c(c3)Sc3cc(C5=C(C)C6C(CCCCC)c7c(C)c(-c8ccc(/C=C(\CN)C(=O)O)o8)c(C)n7[B-](F)(F)[N+]6=C5C)ccc3N4CCC)=C(C)C12,C(Cl)Cl,555,,,0.7,,
CCCCCC1c2c(C)c(-c3ccc(/C=C(/CN)C(=O)O)o3)c(C)n2[B-](F)(F)[N+]2=C(C)C(c3ccc4c(c3)Sc3ccccc3N4CCC)=C(C)C12,C(Cl)(Cl)Cl,553,,,0.66,,
CCCCCC1c2c(C)c(-c3ccc(/C=C(/CN)C(=O)O)s3)c(C)n2[B-](F)(F)[N+]2=C(C)C(c3ccc4c(c3)Sc3ccccc3N4CCC)=C(C)C12,C(Cl)(Cl)Cl,536,,,0.67,,
CCCCCC1c2c(C)c(-c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)o3)c(C)n2[B-](F)(F)[N+]2=C(C)C(c3ccc4c(c3)Sc3ccccc3N4CCC)=C(C)C12,C(Cl)(Cl)Cl,556,,,0.7,,
CCCCCC1c2c(C)c(-c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)s3)c(C)n2[B-](F)(F)[N+]2=C(C)C(c3ccc4c(c3)Sc3ccccc3N4CCC)=C(C)C12,C(Cl)(Cl)Cl,541,,,0.69,,
CCCCCc1cc(O)cc(Oc2c(OC)cc(O)c(C(=O)O)c2CCCCC)c1C(=O)OC,C(Cl)(Cl)Cl,312,,,,5800,3.7634
CCCCCc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)cc1,CS(=O)C,429,562,133,0.17,23310,4.3675
CCCCCc1ccc(-c2ccc(CCc3cc(CCc4ccc(-c5ccc(CCCCC)cc5)cc4)c4ccc5c(C(=O)c6ccccc6)cc(CCc6ccc(-c7ccc(CCCCC)cc7)cc6)c6ccc3c4c65)cc2)cc1,C(Cl)Cl,466,517,51,0.51,,
CCCCCC1CCC(C2CCC(OC(=O)c3ccc(CCc4c(C)c5n(c4C)[B-](F)(F)[N+]4=C(C)C=C(C)C4=C5C)cc3)CC2)CC1,C(Cl)Cl,526,,,,19010,4.279
CCCCCC1CCC(C2CCC(OC(=O)c3ccc(CCc4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)cc3)CC2)CC1,C(Cl)Cl,503,,,,19880,4.2984
CCCCCc1ccc(CCc2cc(CCc3ccc(CCCCC)cc3)c3ccc4c(C(=O)c5ccccc5)cc(CCc5ccc(CCCCC)cc5)c5ccc2c3c54)cc1,C(Cl)Cl,457,511,54,0.43,,
CCCCCc1ccc(N(c2ccc(CCCCC)cc2)c2ccc([O-])c(/C=N/c3cc(C(=O)[O-])ccc3/N=C/c3cc(N(c4ccc(CCCCC)cc4)c4ccc(CCCCC)cc4)ccc3O)c2)cc1,C1CCOC1,452,,,0.62,,
CCCCCc1cn(-c2c(F)c(F)c(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)c(F)c2F)nn1,C(Cl)Cl,520,,,,19230,4.284
CCCCCc1nc2c3cc(/C=C(\CN)C(=O)O)sc3c3sc(-c4ccc(-c5ccc6c(c5)C5CCCC5N6c5ccc(C)cc5)c5nsnc45)cc3c2nc1CCCCC,C(Cl)(Cl)Cl,547,,,0.59,,
CCCCCc1nc2c3cc(/C=C(\CN)C(=O)O)sc3c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3c2nc1CCCCC,C(Cl)(Cl)Cl,496,,,0.65,,
CCCCCCC(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(=O)C,428,561,133,0.13,23360,4.3685
CCCCCCC(CCCC)COc1ccc(N(c2ccc(OCC(CCCC)CCCCCC)cc2)c2ccc3c4ccc(CCc5ccc(C(=O)O)cc5)c5cccc(c6cccc2c63)c54)cc1,C1CCOC1,520,,,0.724,,
CCCCCCC(CCCC)COc1ccc(N(c2ccc(OCC(CCCC)CCCCCC)cc2)c2ccc3c4ccc(CCc5ccc(C(=O)O)s5)c5cccc(c6cccc2c63)c54)cc1,C1CCOC1,525,,,0.724,,
CCCCCCC(CCCC)COc1ccc(N(c2ccc(OCC(CCCC)CCCCCC)cc2)c2ccc3c4ccc(CCc5ccc(C=C(CN)C(=O)O)cc5)c5cccc(c6cccc2c63)c54)cc1,C1CCOC1,528,,,0.711,,
CCCCCCC(CCCC)COc1ccc(N(c2ccc(OCC(CCCC)CCCCCC)cc2)c2ccc3c4ccc(CCc5ccc(C=C(CN)C(=O)O)s5)c5cccc(c6cccc2c63)c54)cc1,C1CCOC1,545,,,0.73,,
CCCCCCC(CCCC)COc1ccc(N(c2ccc(OCC(CCCC)CCCCCC)cc2)c2ccc3c4ccc(CCc5ccc(-c6ccc(C(=O)O)cc6)c6cscc56)c5cccc(c6cccc2c63)c54)cc1,C1CCOC1,541,,,0.734,,
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CCCCCC,334,469,135,0.32,79000,4.8976
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,C1CCCCC1,335,471,136,0.32,73700,4.8675
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,C(Cl)(Cl)(Cl)Cl,338,482,144,0.37,56600,4.7528
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CC1=CC=CC=C1,339,491,152,0.42,50200,4.7007
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CCOCC,335,495,160,0.34,54600,4.7372
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CC(=O)C,336,514,178,0.27,51600,4.7126
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,C(Cl)(Cl)Cl,339,522,183,0.35,60100,4.7789
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CC#N,336,527,191,0.33,51900,4.7152
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CS(=O)C,339,534,195,0.44,52000,4.716
CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,CCO,336,550,214,0.3,55200,4.7419
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4cc(OC)c(OC)c(OC)c4)ccc(c23)C1=O,C(Cl)(Cl)Cl,362,525,163,0.65,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4cc(OC)c(OC)c(OC)c4)ccc(c23)C1=O,CC1=CC=CC=C1,361,492,131,0.71,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc([Si](C)(C)C)cc4)ccc(c23)C1=O,C(Cl)(Cl)Cl,356,425,69,0.79,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc([Si](C)(C)C)cc4)ccc(c23)C1=O,CN(C)C=O,356,433,77,0.64,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc([Si](C)(C)C)cc4)ccc(c23)C1=O,CC1=CC=CC=C1,353,417,64,0.51,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O,C(Cl)(Cl)Cl,364,492,128,0.67,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O,CCCCCC,354,427,73,0.5,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O,CC1=CC=CC=C1,365,455,90,0.4,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(CN)cc4)ccc(c23)C1=O,C(Cl)(Cl)Cl,366,447,81,0.54,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(CN)cc4)ccc(c23)C1=O,CN(C)C=O,368,478,110,0.55,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(CN)cc4)ccc(c23)C1=O,CC1=CC=CC=C1,365,428,63,0.51,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O,CC1=CC=CC=C1,418,532,114,0.65,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5cccc(C)c45)ccc(c23)C1=O,CCCCCC,327,435,108,0.34,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5ccccc45)ccc(c23)C1=O,C(Cl)(Cl)Cl,325,510,185,0.39,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5ccccc45)ccc(c23)C1=O,CCCCCC,323,427,104,0.33,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,C(Cl)(Cl)Cl,365,460,95,0.83,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,CCCCCC,354,424,70,0.65,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,CN(C)C=O,368,497,129,0.82,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)cc4)ccc(c23)C1=O,CC1=CC=CC=C1,364,443,79,0.75,,
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccccc4)ccc(c23)C1=O,CC1=CC=CC=C1,347,411,64,0.5,,
CCCCCCC1(CCCCCC)c2cc(/C=C(\CN)C(=O)O)sc2-c2sc(-c3ccc(N(c4ccc(-c5ccc(OCCCC)cc5OCCCC)cc4)c4ccc(-c5ccc(OCCCC)cc5OCCCC)cc4)c4nsnc34)cc21,C(Cl)Cl,496,,,0.732,,
CCCCCCC1(CCCCCC)c2cc(C=C(CN)CN)sc2-c2sc(-c3ccc(N(c4ccc(C(=O)O)cc4)c4ccc(C(=O)O)cc4)cc3)cc21,C1CCOC1,514,,,0.32,,
CCCCCCC1(CCCCCC)c2cc(-c3cc4c(s3)c3sc(/C=C(/CN)C(=O)O)cc3n4-c3ccc(N(c4ccc(C)cc4)c4ccc(C)cc4)cc3)ccc2-c2ccc(-c3cc4c(s3)c3sc(/C=C(\CN)C(=O)O)cc3n4-c3ccc(N(c4ccc(C)cc4)c4ccc(C)cc4)cc3)cc21,C1CCOC1,516,,,0.69,,
CCCCCCC1(CCCCCC)c2cc(-c3cc4c(s3)c3sc(/C=C(/CN)C(=O)O)cc3n4-c3ccc(OC)cc3)ccc2-c2ccc(-c3cc4c(s3)c3sc(/C=C(\CN)C(=O)O)cc3n4-c3ccc(OC)cc3)cc21,C1CCOC1,514,,,0.69,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(C=C(CN)CN)s3)ccc2-c2ccc(N(c3ccccc3)c3ccc(C(=O)O)cc3)cc21,C1CCOC1,461,,,0.36,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)s3)ccc2-c2ccc(N(c3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)cc21,C1CCOC1,504,,,0.35,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)s3)ccc2-c2ccc(N(c3ccccc3)c3ccc(C(=O)O)cc3)cc21,C1CCOC1,508,,,0.34,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)s4)s3)ccc2-c2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)s4)s3)cc21,C1CCOC1,473,568,95,0.61,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(C=C(CN)CN)s4)s3)ccc2-c2ccc(N(c3ccccc3)c3ccc(C(=O)O)cc3)cc21,C1CCOC1,489,,,0.36,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)s3)ccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)s3)cc21,C1CCOC1,484,610,126,0.63,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(c6)C(CCCCCC)(CCCCCC)c6cc(-n8c9ccc(-n%10c%11ccccc%11c%11ccccc%11%10)cc9c9cc(-n%10c%11ccccc%11c%11ccccc%11%10)ccc98)ccc6-7)s5)c5nsnc45)s3)ccc2-c2ccc(-n3c4ccc(-n5c6ccccc6c6ccccc65)cc4c4cc(-n5c6ccccc6c6ccccc65)ccc43)cc21,C(Cl)Cl,514,608,94,0.15,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(c6)C(CCCCCC)(CCCCCC)c6cc(-n8c9ccccc9c9ccccc98)ccc6-7)s5)c5nsnc45)s3)ccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc21,C(Cl)Cl,513,611,98,0.39,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)ccc2-c2c1c1c(c3c2C(CCCCCC)(CCCCCC)c2cc(-c4ccc(/C=C(\CC)C(=O)O)s4)ccc2-3)C(CCCCCC)(CCCCCC)c2cc(-c3ccc(C=C(CN)C(=O)O)s3)ccc2-1,CC#N,474,571,97,0.63,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2c1c1c(c3c2C(CCCCCC)(CCCCCC)c2cc(-c4ccc(/C=C(\CN)C(=O)O)s4)ccc2-3)C(CCCCCC)(CCCCCC)c2cc(-c3ccc(/C=C(\CN)C(=O)O)s3)ccc2-1,C(Cl)(Cl)Cl,440,,,0.71,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2c1c1c(c3c2C(CCCCCC)(CCCCCC)c2cc(-c4ccc(/C=C(\CN)C(=O)O)s4)ccc2-3)C(CCCCCC)(CCCCCC)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-1,C(Cl)(Cl)Cl,438,,,0.7,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2c1c1c(c3c2C(CCCCCC)(CCCCCC)c2cc(-c4ccc(/C=C5\ON(CC(=O)O)C(=S)S5)s4)ccc2-3)C(CCCCCC)(CCCCCC)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-1,C(Cl)(Cl)Cl,480,,,0.63,,
CCCCCCC1(CCCCCC)c2cc(-c3ccc(-n4c(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc4/C=C(\CN)C(=O)O)cc3)ccc2-c2ccc(-c3ccc(-n4c(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc4/C=C(\CN)C(=O)O)cc3)cc21,C(Cl)Cl,444,,,0.65,,
CCCCCCC1(CCCCCC)c2cc(CCc3ccc(C4=[N+]5C(=Nc6c(-c7ccccc7)cc(-c7ccc(CCc8ccc9c(c8)C(CCCCCC)(CCCCCC)c8cc([N+](=O)[O-])ccc8-9)cc7)n6[B-]5(F)F)C(c5ccccc5)=C4)cc3)ccc2-c2ccc([N+](=O)[O-])cc21,C(Cl)Cl,694,741,47,,,
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3cc4c(cc3F)-c3cc(F)c(-c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5ccccc5-6)cc3S4(=O)=O)cc21,CC1=CC=CC=C1,360,411,51,1,49100,4.6911
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3cc4c(cc3F)-c3cc(F)c(-c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5ccccc5-6)cc3S4(=O)=O)cc21,C(Cl)(Cl)Cl,362,425,63,,,
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc(-c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)cc21,C(Cl)Cl,327,409,82,0.92,36308,4.56
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)-c3cc(-c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5ccccc5-6)ccc3S4(=O)=O)cc21,CC1=CC=CC=C1,320,387,67,0.59,43700,4.6405
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)-c3cc(-c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5ccccc5-6)ccc3S4(=O)=O)cc21,C(Cl)(Cl)Cl,326,409,83,,,
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5ccccc5-6)ccc3-4)cc21,CC1=CC=CC=C1,366,412,46,0.9,57100,4.7566
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5ccccc5-6)ccc3-4)cc21,C(Cl)(Cl)Cl,367,427,60,,,
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(N3c4ccccc4Sc4cc(/C=C(\CN)C(=O)O)ccc43)cc21,C(Cl)Cl,478,,,0.7,,
CCCCCCC1(CCCCCC)COc2c(/C=C(\CN)C(=O)O)sc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4c3OCC(CCCCCC)(CCCCCC)CO4)c2OC1,C1CCOC1,502,,,0.67,,
CCCCCCC1=C(C)C2=Cc3c(C)c(CCCCCC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)(Cl)Cl,535,,,,18690,4.2716
CCCCCCC1=C(C)C2=Cc3c(C)c(CCCCCC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,534,,,,18730,4.2725
CCCCCCC1=C(C)C2=Cc3c(C)c(CCCCCC)c(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,528,,,,18940,4.2774
CCCCCCC1=C(C)C2=Cc3c(C)c(CCCCCC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,529,,,,18900,4.2765
CCCCCCC1=C(C)C2=Cc3c(C)c(CCCCCC)c(C)n3[B-](F)(F)[N+]2=C1C,CC1=CC=CC=C1,536,,,,18660,4.2709
CCCCCCC1=C(C)C2=Cc3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)Cl,520,,,,19230,4.284
CCCCCCC1=C2C(C)=C(Br)C(C)=[N+]2[B-](F)(F)n2c(C)c(Br)c(C)c21,C(Cl)Cl,524,,,,19080,4.2806
CCCCCCC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,C(Cl)Cl,498,,,,20080,4.3028
CCCCCCC1=CC(C=O)(/C=C(\CN)C(=O)O)SC1=c1cc(CCCCCC)c(=C2C=C(CCCCCC)C(c3cc4ccc(N(c5ccc6c(c5)C(C)(C)c5ccccc5-6)c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4s3)S2)s1,C1CCOC1,430,,,0.74,,
CCCCCCc1c(/C=C(\CN)C(=O)O)sc(CC/C2=c3\cc/c4n3[Zn]n3c(ccc3/C(c3ccc(N(c5ccccc5)c5ccccc5)cc3)=C3/C=CC(=N3)/C=4c3ccc(N(c4ccccc4)c4ccccc4)cc3)/C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)=C3/C=CC2=N3)c1CCCCCC,C1CCOC1,662,703,41,,,
CCCCCCc1c(/C=C/c2ccc(/C3=C4\C=CC(=N4)/C(c4c(C)cc(C)cc4C)=c4/cc/c5n4[Zn]n4c3ccc4/C(c3c(C)cc(C)cc3C)=C3/C=CC(=N3)/C=5c3c(C)cc(C)cc3C)cc2)sc(/C=C/c2sc(/C=C(\CN)C(=O)O)c(CCCCCC)c2CCCCCC)c1CCCCCC,C(Cl)Cl,553,705,152,,,
CCCCCCc1c(/C=C/c2sc(CC/C3=c4\cc/c5n4[Zn]n4c(ccc4/C(c4ccc(N(c6ccccc6)c6ccccc6)cc4)=C4/C=CC(=N4)/C=5c4ccc(N(c5ccccc5)c5ccccc5)cc4)/C(c4ccc(N(c5ccccc5)c5ccccc5)cc4)=C4/C=CC3=N4)c(CCCCCC)c2CCCCCC)sc(/C=C(\CN)C(=O)O)c1CCCCCC,C1CCOC1,668,703,35,,,
CCCCCCc1cc(/C=C(/CN)C(=O)O)sc1-c1ccc2c(c1)C1CCCC1N2c1ccc(C=C(c2ccccc2)c2ccccc2)cc1,C(Cl)(Cl)Cl,523,653,130,0.68,,
CCCCCCc1cc(/C=C(/CN)C(=O)O)sc1-c1sc(-c2ccc(N(c3ccc4c(c3)n(CCCCCC)c(=S)n4CCCCCC)c3ccc4c(c3)n(CCCCCC)c(=S)n4CCCCCC)cc2)cc1CCCCCC,C(Cl)Cl,458,,,0.71,,
CCCCCCc1cc(/C=C(/CN)C(=O)O)sc1-c1sc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1CCCCCC,C(Cl)Cl,446,,,0.72,,
CCCCCCc1cc(/C=C(\CN)C(=O)O)sc1/C1=C2\C=CC(=N2)/C(c2ccc(C)s2)=c2/cc/c3n2[Zn]n2c(ccc21)/C(c1ccc(C)s1)=C1/C=CC(=N1)/C=3c1ccc(C)s1,C(Cl)(Cl)Cl,558,656,98,,,
CCCCCCc1cc(/C=C(\CN)C(=O)O)sc1-c1cc(CCCCCC)c(-c2cc(CCCCCC)c(-c3cc4cc(-c5ccccc5)c5c6ccccc6n(CC)c5c4s3)s2)s1,C(Cl)(Cl)Cl,464,,,0.68,,
